step,return_mean,return_std_lower,return_std_upper,cost_mean,cost_std_lower,cost_std_upper
1,-28.848405109591692,-32.86272916879459,-24.834081050388793,4.666666666666667,4.195262145875636,5.138071187457698
400,-24.241965448784136,-30.024246585518117,-18.459684312050154,10.083333333333332,4.411491608083574,15.75517505858309
800,-16.42950151407867,-22.192360930658488,-10.666642097498851,47.8125,28.357398863224475,67.26760113677553
1200,-10.206889757588392,-15.7336418772436,-4.680137637933184,64.52604166666667,46.6796256150366,82.37245771829674
1600,-6.774832649729342,-11.54042190709421,-2.0092433923644757,101.56119791666666,63.25692203443225,139.86547379890106
2000,-3.724112949665467,-7.903996351347267,0.45577045201633304,93.08756510416667,54.51602781110671,131.65910239722663
2400,-2.37652316360893,-6.037150458747597,1.284104131529737,102.64900716145834,55.35871839645789,149.93929592645878
2800,-1.381753941739215,-4.602924352592639,1.8394164691142094,86.90342203776042,40.20244719426137,133.60439688125948
3200,0.005962512713146406,-3.2413930912875326,3.2533181167138254,70.84423319498698,29.112477270862556,112.57598911911141
3600,1.7500144211584003,-1.9687513815792648,5.468780223896065,67.71650822957356,21.988541825146328,113.4444746340008
4000,1.9820734648950253,-1.3680267825821493,5.3321737123721995,74.95404783884685,19.71563986888068,130.192455808813
4400,2.07958203365886,-1.0068727241164206,5.1660367914341405,70.96553587913513,12.127814430939708,129.80325732733056
4800,3.433983644361928,0.13571679175833795,6.732250496965518,61.22415190935135,10.447235751346327,112.00106806735637
5200,3.8911123841964557,0.6878827770753757,7.094341991317536,56.334780598680176,11.781563036657495,100.88799816070286
5600,4.135802709917973,1.0222517233902715,7.2493536964456755,77.91775211567679,25.031359223950872,130.80414500740272
6000,3.3733546291660135,0.6266043865385669,6.12010487179346,63.18831408675759,16.822435439608007,109.55419273390717
6400,2.8796286465922134,0.38271736173969195,5.376539931444735,51.47456889840153,9.751646443985003,93.19749135281805
6800,3.841036816393804,0.9928384797246284,6.689235153062979,53.939260007134486,14.404763635886695,93.47375637838228
7200,3.626346711953178,0.944100471889235,6.308592952017121,48.37111167201753,9.32069023478087,87.42153310925418
7600,4.3338412690686345,1.3417060286578781,7.325976509479391,43.36166708734648,8.173815131369324,78.54951904332364
8000,4.264287426371019,1.153143508502405,7.375431344239633,36.52125031550986,4.7102608187461215,68.3322398122736
8400,4.369720203735245,1.331857672096517,7.407582735373973,38.05760440329906,4.0713215578665185,72.04388724873161
8800,5.467366808487435,2.159638675710302,8.77509494126457,33.543203302474296,3.120261958534357,63.966144646414236
9200,5.607899859098436,2.119652966806204,9.096146751390668,31.990735810189054,1.2562997708256631,62.725171849552446
9600,7.140155109932781,3.363679095392486,10.916631124473076,33.65971852430846,3.3887624675265116,63.93067458109041
10000,7.362909678331291,3.5583198386423516,11.16749951802023,31.744788893231345,3.0878741196343107,60.40170366682838
10400,7.211841598805717,3.3116745397231413,11.112008657888293,34.30859166992351,5.5360324214973815,63.081150918349636
10800,8.587247579518332,3.923890637139836,13.250604521896827,50.48144375244263,9.524313852086657,91.4385736527986
11200,8.349150987857843,3.4730932037319677,13.22520877198372,48.02774948099864,7.779117769015585,88.27638119298169
11600,8.429138475303162,3.2125605268128687,13.645716423793456,71.85414544408232,15.396123342565375,128.31216754559927
12000,9.385969305647075,3.9672462281909695,14.80469238310318,65.0572757497284,13.288406725646148,116.82614477381065
